# association of rgb,depth,groundtruth 
# rgb depth tx ty tz qx qy qz qw 
rgb/1311877821.625338.png depth/1311877821.631752.png -2.619 -2.2444 0.5877 -0.6648 -0.3369 0.3104 0.5901 
rgb/1311877821.693534.png depth/1311877821.706845.png -2.6288 -2.2348 0.5879 -0.6705 -0.3276 0.3028 0.5929 
rgb/1311877821.725472.png depth/1311877821.733521.png -2.6327 -2.2303 0.5879 -0.6712 -0.3241 0.2999 0.5954 
rgb/1311877821.757308.png depth/1311877821.768479.png -2.6375 -2.2253 0.5875 -0.6741 -0.3209 0.2949 0.5964 
rgb/1311877821.793322.png depth/1311877821.802103.png -2.6424 -2.2201 0.5875 -0.6747 -0.3159 0.2931 0.5992 
rgb/1311877821.825324.png depth/1311877821.834379.png -2.6474 -2.2163 0.5876 -0.6765 -0.3111 0.2893 0.6016 
rgb/1311877821.857393.png depth/1311877821.868431.png -2.6514 -2.2113 0.5875 -0.679 -0.3085 0.2861 0.6016 
rgb/1311877821.893435.png depth/1311877821.906634.png -2.6561 -2.2064 0.5871 -0.6824 -0.304 0.2799 0.603 
rgb/1311877821.925324.png depth/1311877821.932693.png -2.6597 -2.2014 0.5872 -0.6825 -0.2999 0.2779 0.6059 
rgb/1311877821.957432.png depth/1311877821.965151.png -2.6642 -2.1965 0.5867 -0.6854 -0.2955 0.2741 0.6065 
rgb/1311877821.993459.png depth/1311877822.002333.png -2.6686 -2.1918 0.5865 -0.6881 -0.2908 0.2706 0.6073 
rgb/1311877822.025353.png depth/1311877822.035082.png -2.6725 -2.1874 0.5872 -0.69 -0.2878 0.2654 0.6088 
rgb/1311877822.057349.png depth/1311877822.066846.png -2.6768 -2.1823 0.5871 -0.6904 -0.2842 0.2634 0.6108 
rgb/1311877822.157411.png depth/1311877822.172132.png -2.6898 -2.1657 0.5869 -0.6965 -0.272 0.2486 0.6157 
rgb/1311877822.193520.png depth/1311877822.203527.png -2.6945 -2.1592 0.5872 -0.6956 -0.2669 0.2481 0.6191 
rgb/1311877822.225311.png depth/1311877822.231016.png -2.7001 -2.1546 0.5871 -0.697 -0.2621 0.248 0.6197 
rgb/1311877822.257416.png depth/1311877822.271324.png -2.7038 -2.1495 0.5871 -0.6999 -0.2581 0.2413 0.6207 
rgb/1311877822.293250.png depth/1311877822.302627.png -2.7074 -2.1432 0.5864 -0.7008 -0.2554 0.2369 0.6225 
rgb/1311877822.325299.png depth/1311877822.332289.png -2.7122 -2.1382 0.5868 -0.7 -0.2509 0.2355 0.6257 
rgb/1311877822.357363.png depth/1311877822.371858.png -2.7152 -2.1325 0.5862 -0.7047 -0.2481 0.2295 0.6239 
rgb/1311877822.393322.png depth/1311877822.401548.png -2.7187 -2.1265 0.5862 -0.7055 -0.2431 0.2257 0.6263 
rgb/1311877822.425473.png depth/1311877822.433811.png -2.7216 -2.1217 0.5864 -0.7059 -0.24 0.2226 0.6282 
rgb/1311877822.457389.png depth/1311877822.468181.png -2.7254 -2.1159 0.5868 -0.7066 -0.2345 0.2193 0.6306 
rgb/1311877822.493458.png depth/1311877822.501770.png -2.7279 -2.1098 0.5862 -0.7091 -0.231 0.2146 0.6306 
rgb/1311877822.525291.png depth/1311877822.531976.png -2.7322 -2.1046 0.5865 -0.7092 -0.2271 0.2123 0.6327 
rgb/1311877822.557198.png depth/1311877822.570223.png -2.736 -2.0994 0.5866 -0.7108 -0.2211 0.2096 0.634 
rgb/1311877822.593427.png depth/1311877822.599245.png -2.7397 -2.0935 0.5868 -0.7128 -0.2162 0.205 0.6349 
rgb/1311877822.625323.png depth/1311877822.631901.png -2.7425 -2.0876 0.5864 -0.7127 -0.2126 0.2018 0.6373 
rgb/1311877822.657477.png depth/1311877822.670547.png -2.7451 -2.0814 0.5864 -0.7156 -0.2083 0.1977 0.6368 
rgb/1311877822.693341.png depth/1311877822.702902.png -2.7467 -2.076 0.586 -0.717 -0.2071 0.1935 0.6369 
rgb/1311877822.725285.png depth/1311877822.731616.png -2.7495 -2.0697 0.586 -0.7175 -0.2036 0.1899 0.6385 
rgb/1311877822.757376.png depth/1311877822.770856.png -2.7528 -2.0642 0.5858 -0.7202 -0.1985 0.1857 0.6382 
rgb/1311877822.793418.png depth/1311877822.801435.png -2.7555 -2.0571 0.5854 -0.7207 -0.1941 0.1816 0.6403 
rgb/1311877822.825125.png depth/1311877822.832187.png -2.7582 -2.0516 0.5855 -0.7208 -0.1907 0.1772 0.6424 
rgb/1311877822.857345.png depth/1311877822.870239.png -2.7615 -2.0457 0.5854 -0.7235 -0.1852 0.1746 0.6417 
rgb/1311877822.893324.png depth/1311877822.905440.png -2.7659 -2.0392 0.5856 -0.7241 -0.18 0.17 0.6437 
rgb/1311877822.925305.png depth/1311877822.934070.png -2.7669 -2.0333 0.5845 -0.7241 -0.1786 0.1658 0.6452 
rgb/1311877822.957397.png depth/1311877822.970378.png -2.7693 -2.0274 0.5846 -0.7261 -0.1736 0.1612 0.6454 
rgb/1311877822.993320.png depth/1311877823.002299.png -2.7721 -2.0209 0.5843 -0.7283 -0.1706 0.1555 0.6452 
rgb/1311877823.025244.png depth/1311877823.035295.png -2.7752 -2.015 0.5843 -0.7276 -0.1673 0.1544 0.6471 
rgb/1311877823.057419.png depth/1311877823.073340.png -2.7777 -2.0096 0.5843 -0.7303 -0.1635 0.1502 0.646 
rgb/1311877823.093312.png depth/1311877823.100659.png -2.7796 -2.003 0.5839 -0.7328 -0.1591 0.1457 0.6454 
rgb/1311877823.125307.png depth/1311877823.135756.png -2.7811 -1.9973 0.5837 -0.7316 -0.1553 0.1434 0.6482 
rgb/1311877823.157228.png depth/1311877823.169580.png -2.7837 -1.9901 0.5839 -0.7326 -0.1485 0.1392 0.6496 
rgb/1311877823.193153.png depth/1311877823.202597.png -2.785 -1.9829 0.584 -0.7328 -0.1457 0.1348 0.6508 
rgb/1311877823.225209.png depth/1311877823.233184.png -2.7867 -1.9763 0.5837 -0.7326 -0.1407 0.1316 0.6528 
rgb/1311877823.257345.png depth/1311877823.271688.png -2.7883 -1.9699 0.584 -0.7333 -0.1358 0.1264 0.6542 
rgb/1311877823.293300.png depth/1311877823.300362.png -2.7894 -1.9632 0.5836 -0.7347 -0.132 0.1221 0.6542 
rgb/1311877823.325111.png depth/1311877823.333043.png -2.7913 -1.9569 0.584 -0.7344 -0.1263 0.1201 0.6559 
rgb/1311877823.357237.png depth/1311877823.372563.png -2.7935 -1.9507 0.5838 -0.735 -0.1222 0.1161 0.6567 
rgb/1311877823.393168.png depth/1311877823.401024.png -2.7943 -1.9433 0.5832 -0.7367 -0.118 0.1112 0.6565 
rgb/1311877823.425160.png depth/1311877823.441147.png -2.7954 -1.9369 0.583 -0.7372 -0.115 0.107 0.6571 
rgb/1311877823.493326.png depth/1311877823.503330.png -2.7977 -1.9239 0.582 -0.7406 -0.1067 0.0994 0.656 
rgb/1311877823.525126.png depth/1311877823.536281.png -2.7992 -1.9174 0.5825 -0.739 -0.1015 0.097 0.6589 
rgb/1311877823.557182.png depth/1311877823.574862.png -2.7995 -1.9116 0.5827 -0.7409 -0.0986 0.0909 0.6581 
rgb/1311877823.593206.png depth/1311877823.600013.png -2.8014 -1.9048 0.5824 -0.7419 -0.0946 0.0866 0.6582 
rgb/1311877823.625200.png depth/1311877823.637651.png -2.8018 -1.8992 0.5821 -0.743 -0.0909 0.0813 0.6581 
rgb/1311877823.657272.png depth/1311877823.671240.png -2.8034 -1.8924 0.5817 -0.7419 -0.0847 0.08 0.6603 
rgb/1311877823.693240.png depth/1311877823.700280.png -2.8046 -1.8849 0.582 -0.7417 -0.0812 0.0751 0.6616 
rgb/1311877823.725124.png depth/1311877823.738291.png -2.8061 -1.8791 0.582 -0.7403 -0.0786 0.0728 0.6637 
rgb/1311877823.757206.png depth/1311877823.770768.png -2.8067 -1.8727 0.5808 -0.7437 -0.0778 0.0691 0.6603 
rgb/1311877823.793309.png depth/1311877823.804890.png -2.8086 -1.8655 0.5807 -0.7434 -0.0755 0.0662 0.6613 
rgb/1311877823.825153.png depth/1311877823.837614.png -2.8097 -1.8609 0.5807 -0.743 -0.0709 0.0664 0.6622 
rgb/1311877823.925162.png depth/1311877823.941416.png -2.81 -1.8385 0.5815 -0.7423 -0.062 0.0594 0.6645 
rgb/1311877823.957465.png depth/1311877823.968682.png -2.8103 -1.8337 0.5811 -0.7432 -0.06 0.0579 0.6638 
rgb/1311877824.025277.png depth/1311877824.037802.png -2.8124 -1.8204 0.5814 -0.7442 -0.057 0.0513 0.6635 
rgb/1311877824.057405.png depth/1311877824.072585.png -2.8125 -1.8142 0.5803 -0.7451 -0.0541 0.0498 0.6629 
rgb/1311877824.093252.png depth/1311877824.098983.png -2.8137 -1.8077 0.5815 -0.7428 -0.0508 0.0477 0.6658 
rgb/1311877824.125307.png depth/1311877824.138618.png -2.8132 -1.7995 0.581 -0.7447 -0.048 0.0434 0.6643 
rgb/1311877824.157225.png depth/1311877824.171613.png -2.8133 -1.7908 0.5805 -0.7429 -0.0425 0.0418 0.6668 
rgb/1311877824.193465.png depth/1311877824.201487.png -2.8125 -1.7854 0.5797 -0.7458 -0.0414 0.0379 0.6638 
rgb/1311877824.225294.png depth/1311877824.236056.png -2.8129 -1.7782 0.5802 -0.7443 -0.0369 0.0364 0.6658 
rgb/1311877824.257442.png depth/1311877824.269449.png -2.8124 -1.7727 0.5805 -0.7458 -0.0372 0.0327 0.6643 
rgb/1311877824.293450.png depth/1311877824.302828.png -2.8136 -1.7639 0.5802 -0.7448 -0.0303 0.0311 0.6659 
rgb/1311877824.325295.png depth/1311877824.338570.png -2.8137 -1.7583 0.5808 -0.7451 -0.0302 0.03 0.6656 
rgb/1311877824.357444.png depth/1311877824.370333.png -2.8136 -1.7509 0.5807 -0.7436 -0.0261 0.0262 0.6677 
rgb/1311877824.393279.png depth/1311877824.402040.png -2.8133 -1.7412 0.58 -0.742 -0.0216 0.0239 0.6696 
rgb/1311877824.425284.png depth/1311877824.437407.png -2.8139 -1.734 0.5802 -0.744 -0.0195 0.0214 0.6676 
rgb/1311877824.457289.png depth/1311877824.468343.png -2.8143 -1.7264 0.5794 -0.7447 -0.0217 0.0198 0.6667 
rgb/1311877824.493394.png depth/1311877824.501230.png -2.8154 -1.716 0.5795 -0.7433 -0.0218 0.0237 0.6682 
rgb/1311877824.525309.png depth/1311877824.536951.png -2.8146 -1.7074 0.5799 -0.7438 -0.0232 0.0236 0.6676 
rgb/1311877824.557496.png depth/1311877824.571358.png -2.8132 -1.7019 0.5792 -0.7468 -0.0215 0.0224 0.6643 
rgb/1311877824.593411.png depth/1311877824.606464.png -2.8126 -1.6936 0.5788 -0.7475 -0.0217 0.0226 0.6636 
rgb/1311877824.625308.png depth/1311877824.635892.png -2.8134 -1.6852 0.5794 -0.744 -0.022 0.0234 0.6674 
rgb/1311877824.657138.png depth/1311877824.670217.png -2.8139 -1.6779 0.5792 -0.7454 -0.022 0.0245 0.6658 
rgb/1311877824.693405.png depth/1311877824.708041.png -2.8139 -1.6695 0.5785 -0.7476 -0.0238 0.023 0.6633 
rgb/1311877824.725273.png depth/1311877824.735745.png -2.815 -1.6613 0.5795 -0.7449 -0.0225 0.0216 0.6664 
rgb/1311877824.757365.png depth/1311877824.771723.png -2.816 -1.6533 0.5787 -0.7447 -0.0221 0.0227 0.6667 
rgb/1311877824.793269.png depth/1311877824.804443.png -2.8159 -1.6419 0.5782 -0.7463 -0.0224 0.0195 0.6649 
rgb/1311877824.825292.png depth/1311877824.838556.png -2.816 -1.6352 0.5774 -0.747 -0.0231 0.0202 0.6641 
rgb/1311877824.857231.png depth/1311877824.871793.png -2.8179 -1.6259 0.5775 -0.7472 -0.0227 0.0229 0.6638 
rgb/1311877824.893467.png depth/1311877824.908423.png -2.8178 -1.6152 0.5783 -0.7451 -0.023 0.0211 0.6662 
rgb/1311877824.925297.png depth/1311877824.936732.png -2.818 -1.6072 0.5774 -0.7472 -0.0241 0.0216 0.6638 
rgb/1311877824.957202.png depth/1311877824.971738.png -2.8178 -1.5992 0.5773 -0.7475 -0.0247 0.0207 0.6634 
rgb/1311877824.993270.png depth/1311877825.008171.png -2.819 -1.5891 0.5778 -0.7438 -0.0233 0.0209 0.6677 
rgb/1311877825.025280.png depth/1311877825.037841.png -2.8191 -1.5826 0.5771 -0.7459 -0.0243 0.0202 0.6653 
rgb/1311877825.057359.png depth/1311877825.070476.png -2.8203 -1.5724 0.5776 -0.7462 -0.0222 0.0208 0.665 
rgb/1311877825.093402.png depth/1311877825.109760.png -2.8207 -1.5642 0.577 -0.7478 -0.0225 0.0218 0.6632 
rgb/1311877825.125353.png depth/1311877825.136425.png -2.82 -1.5571 0.5764 -0.7468 -0.024 0.0194 0.6644 
rgb/1311877825.157309.png depth/1311877825.168050.png -2.8196 -1.5513 0.5766 -0.7477 -0.0238 0.0196 0.6633 
rgb/1311877825.193301.png depth/1311877825.207916.png -2.8199 -1.5439 0.5768 -0.7464 -0.0207 0.0195 0.6649 
rgb/1311877825.225268.png depth/1311877825.236018.png -2.82 -1.538 0.5766 -0.7456 -0.0208 0.0195 0.6657 
rgb/1311877825.257367.png depth/1311877825.268704.png -2.8199 -1.532 0.5767 -0.7471 -0.0228 0.018 0.6641 
rgb/1311877825.293418.png depth/1311877825.311974.png -2.8212 -1.5229 0.5775 -0.7436 -0.0188 0.0179 0.6681 
rgb/1311877825.325706.png depth/1311877825.338269.png -2.8216 -1.5165 0.5772 -0.745 -0.0192 0.0167 0.6666 
rgb/1311877825.357313.png depth/1311877825.370728.png -2.8223 -1.5096 0.5774 -0.7427 -0.019 0.0171 0.6691 
rgb/1311877825.393429.png depth/1311877825.407513.png -2.8228 -1.5009 0.5772 -0.7437 -0.017 0.0155 0.6682 
rgb/1311877825.425280.png depth/1311877825.436234.png -2.8234 -1.4936 0.5766 -0.7454 -0.0187 0.0162 0.6662 
rgb/1311877825.457167.png depth/1311877825.471160.png -2.8237 -1.4845 0.5768 -0.7433 -0.0197 0.0162 0.6685 
rgb/1311877825.493311.png depth/1311877825.507769.png -2.8239 -1.4763 0.5765 -0.7459 -0.0196 0.0165 0.6656 
rgb/1311877825.525296.png depth/1311877825.537907.png -2.8236 -1.4693 0.576 -0.7452 -0.0171 0.0173 0.6664 
rgb/1311877825.557290.png depth/1311877825.570430.png -2.8238 -1.4619 0.5765 -0.7481 -0.0196 0.0163 0.6631 
rgb/1311877825.593383.png depth/1311877825.607433.png -2.8238 -1.4536 0.5765 -0.7464 -0.0199 0.0168 0.665 
rgb/1311877825.625230.png depth/1311877825.636422.png -2.8246 -1.4466 0.5766 -0.7465 -0.0193 0.0175 0.6649 
rgb/1311877825.657340.png depth/1311877825.668643.png -2.8247 -1.4385 0.5768 -0.7447 -0.021 0.017 0.6668 
rgb/1311877825.693412.png depth/1311877825.708296.png -2.8255 -1.4313 0.5764 -0.7458 -0.0211 0.0183 0.6656 
rgb/1311877825.725428.png depth/1311877825.737638.png -2.8261 -1.423 0.5767 -0.7446 -0.021 0.018 0.6669 
rgb/1311877825.757337.png depth/1311877825.769609.png -2.826 -1.416 0.5765 -0.7451 -0.0214 0.0174 0.6664 
rgb/1311877825.793434.png depth/1311877825.808769.png -2.8263 -1.4067 0.5762 -0.7451 -0.0215 0.0179 0.6664 
rgb/1311877825.825236.png depth/1311877825.836744.png -2.8261 -1.3999 0.5757 -0.7467 -0.0215 0.0186 0.6645 
rgb/1311877825.857333.png depth/1311877825.875365.png -2.8262 -1.3921 0.5756 -0.7466 -0.0204 0.0181 0.6647 
rgb/1311877825.893375.png depth/1311877825.906275.png -2.8265 -1.3835 0.5757 -0.7452 -0.0212 0.0192 0.6662 
rgb/1311877825.925224.png depth/1311877825.936124.png -2.8263 -1.3779 0.5753 -0.7465 -0.0218 0.0187 0.6648 
rgb/1311877825.957336.png depth/1311877825.976655.png -2.8269 -1.3704 0.5761 -0.7455 -0.0221 0.0184 0.6659 
rgb/1311877825.993117.png depth/1311877826.004125.png -2.8276 -1.3625 0.5756 -0.7451 -0.0224 0.0188 0.6663 
rgb/1311877826.025416.png depth/1311877826.037996.png -2.8281 -1.3556 0.5756 -0.7452 -0.022 0.0182 0.6662 
rgb/1311877826.057316.png depth/1311877826.071429.png -2.8284 -1.3481 0.5757 -0.7458 -0.0222 0.018 0.6655 
rgb/1311877826.093397.png depth/1311877826.105267.png -2.8288 -1.3393 0.5754 -0.7441 -0.0219 0.0189 0.6674 
rgb/1311877826.125338.png depth/1311877826.137056.png -2.8289 -1.3322 0.5755 -0.7435 -0.0218 0.019 0.6681 
rgb/1311877826.157378.png depth/1311877826.173337.png -2.8292 -1.3247 0.5752 -0.7447 -0.021 0.0191 0.6668 
rgb/1311877826.193238.png depth/1311877826.205235.png -2.8289 -1.3163 0.5745 -0.7467 -0.0212 0.0196 0.6646 
rgb/1311877826.225348.png depth/1311877826.240290.png -2.8286 -1.3087 0.5749 -0.7462 -0.0217 0.0188 0.6651 
rgb/1311877826.257158.png depth/1311877826.270811.png -2.8277 -1.3012 0.5746 -0.7463 -0.0216 0.0196 0.6649 
rgb/1311877826.293388.png depth/1311877826.308369.png -2.8272 -1.2924 0.5745 -0.7454 -0.0209 0.0176 0.6661 
rgb/1311877826.325274.png depth/1311877826.336908.png -2.826 -1.2875 0.574 -0.748 -0.022 0.0169 0.6631 
rgb/1311877826.357212.png depth/1311877826.372745.png -2.8267 -1.279 0.5738 -0.7469 -0.0188 0.0148 0.6645 
rgb/1311877826.393285.png depth/1311877826.406835.png -2.8276 -1.2707 0.5739 -0.7469 -0.0157 0.0131 0.6646 
rgb/1311877826.425194.png depth/1311877826.442029.png -2.8281 -1.2642 0.5741 -0.7476 -0.013 0.0098 0.6639 
rgb/1311877826.457410.png depth/1311877826.471389.png -2.8278 -1.2567 0.5735 -0.7473 -0.0115 0.0077 0.6644 
rgb/1311877826.493397.png depth/1311877826.506683.png -2.8283 -1.2467 0.5744 -0.7431 -0.0069 0.0046 0.6691 
rgb/1311877826.525589.png depth/1311877826.536287.png -2.8281 -1.2387 0.5743 -0.743 -0.0038 0.0013 0.6693 
rgb/1311877826.557143.png depth/1311877826.571296.png -2.827 -1.2324 0.5731 -0.7454 -0.0008 -0.0021 0.6666 
rgb/1311877826.593337.png depth/1311877826.605687.png -2.8265 -1.2227 0.5728 -0.7468 0.0021 -0.006 0.665 
rgb/1311877826.625213.png depth/1311877826.638289.png -2.8261 -1.2147 0.5722 -0.7451 0.0068 -0.0084 0.6669 
rgb/1311877826.657215.png depth/1311877826.672809.png -2.8254 -1.2059 0.5724 -0.7463 0.0109 -0.0125 0.6654 
rgb/1311877826.693245.png depth/1311877826.706579.png -2.8244 -1.1964 0.572 -0.7467 0.0141 -0.0158 0.6648 
rgb/1311877826.725270.png depth/1311877826.736143.png -2.823 -1.1892 0.5717 -0.7467 0.0155 -0.0185 0.6647 
rgb/1311877826.757282.png depth/1311877826.774946.png -2.8222 -1.1796 0.5715 -0.7444 0.02 -0.0219 0.6671 
rgb/1311877826.793411.png depth/1311877826.805879.png -2.822 -1.1678 0.5703 -0.7415 0.0254 -0.0282 0.6699 
rgb/1311877826.825261.png depth/1311877826.838893.png -2.822 -1.1569 0.5696 -0.7447 0.0258 -0.0301 0.6663 
rgb/1311877826.857413.png depth/1311877826.872235.png -2.8211 -1.1466 0.5684 -0.7523 0.0261 -0.0287 0.6577 
rgb/1311877826.893321.png depth/1311877826.907624.png -2.8189 -1.1359 0.5681 -0.7498 0.0292 -0.0315 0.6602 
rgb/1311877826.925215.png depth/1311877826.937215.png -2.815 -1.1276 0.5684 -0.7502 0.0309 -0.0294 0.6599 
rgb/1311877826.957741.png depth/1311877826.972142.png -2.8104 -1.1194 0.5682 -0.7482 0.033 -0.0252 0.6621 
rgb/1311877826.993314.png depth/1311877827.006589.png -2.8042 -1.1115 0.5683 -0.7494 0.0386 -0.0291 0.6604 
rgb/1311877827.025336.png depth/1311877827.036030.png -2.8022 -1.1037 0.5691 -0.7453 0.0393 -0.0256 0.6651 
rgb/1311877827.057325.png depth/1311877827.074981.png -2.8003 -1.0963 0.5676 -0.7475 0.0407 -0.0275 0.6624 
rgb/1311877827.093255.png depth/1311877827.106097.png -2.8017 -1.086 0.5681 -0.7505 0.0413 -0.0306 0.6589 
rgb/1311877827.125211.png depth/1311877827.139468.png -2.8038 -1.0779 0.5682 -0.7495 0.0371 -0.0318 0.6602 
rgb/1311877827.157339.png depth/1311877827.172321.png -2.8054 -1.068 0.5689 -0.7472 0.0385 -0.0338 0.6626 
rgb/1311877827.193319.png depth/1311877827.206220.png -2.8051 -1.0584 0.5686 -0.7479 0.0373 -0.0343 0.6619 
rgb/1311877827.225239.png depth/1311877827.238875.png -2.8021 -1.0497 0.5685 -0.7457 0.0373 -0.0364 0.6643 
rgb/1311877827.257273.png depth/1311877827.271168.png -2.8002 -1.0407 0.5689 -0.7462 0.0396 -0.0342 0.6636 
rgb/1311877827.293349.png depth/1311877827.308808.png -2.7971 -1.031 0.5689 -0.7457 0.0406 -0.0325 0.6643 
rgb/1311877827.325477.png depth/1311877827.340788.png -2.7948 -1.0229 0.5685 -0.7464 0.043 -0.0326 0.6633 
rgb/1311877827.357146.png depth/1311877827.372230.png -2.7941 -1.0165 0.5681 -0.7484 0.0399 -0.0313 0.6614 
rgb/1311877827.393381.png depth/1311877827.404262.png -2.7941 -1.006 0.5688 -0.7461 0.0393 -0.031 0.6639 
rgb/1311877827.425319.png depth/1311877827.442091.png -2.7944 -0.9977 0.5691 -0.7449 0.0391 -0.0323 0.6652 
rgb/1311877827.457505.png depth/1311877827.442091.png -2.794 -0.9896 0.5691 -0.7436 0.0388 -0.0347 0.6666 
rgb/1311877827.493232.png depth/1311877827.506601.png -2.7934 -0.9809 0.569 -0.745 0.0363 -0.0356 0.6651 
rgb/1311877827.525191.png depth/1311877827.539860.png -2.7939 -0.973 0.5685 -0.7451 0.0401 -0.0359 0.6648 
rgb/1311877827.557271.png depth/1311877827.570837.png -2.7926 -0.964 0.5687 -0.7436 0.0386 -0.0366 0.6665 
rgb/1311877827.593341.png depth/1311877827.603891.png -2.7916 -0.9537 0.5688 -0.7427 0.0394 -0.0365 0.6675 
rgb/1311877827.625076.png depth/1311877827.642229.png -2.79 -0.9465 0.5687 -0.7441 0.0386 -0.0356 0.666 
rgb/1311877827.657307.png depth/1311877827.670877.png -2.7888 -0.9406 0.5682 -0.7449 0.0386 -0.0346 0.6652 
rgb/1311877827.693367.png depth/1311877827.707105.png -2.7881 -0.9336 0.5715 -0.7093 0.0353 -0.0353 0.7032 
rgb/1311877827.725734.png depth/1311877827.740359.png -2.7856 -0.9235 0.5686 -0.7516 0.0408 -0.0373 0.6573 
rgb/1311877827.757475.png depth/1311877827.770586.png -2.7856 -0.916 0.5702 -0.7403 0.0332 -0.0283 0.6709 
rgb/1311877827.793355.png depth/1311877827.806779.png -2.7849 -0.9074 0.5717 -0.7199 0.0395 -0.043 0.6916 
rgb/1311877827.825229.png depth/1311877827.839550.png -2.7839 -0.8962 0.5687 -0.7412 0.0331 -0.0335 0.6697 
rgb/1311877827.857249.png depth/1311877827.872113.png -2.7823 -0.8834 0.5675 -0.7494 0.0361 -0.0341 0.6603 
rgb/1311877827.893183.png depth/1311877827.907695.png -2.7814 -0.8722 0.5686 -0.737 0.0364 -0.0384 0.6739 
rgb/1311877827.925354.png depth/1311877827.939557.png -2.78 -0.8629 0.5685 -0.7347 0.0343 -0.0348 0.6767 
rgb/1311877827.957402.png depth/1311877827.974900.png -2.778 -0.8521 0.5668 -0.7461 0.0398 -0.0392 0.6635 
rgb/1311877827.993240.png depth/1311877828.004090.png -2.7763 -0.8408 0.5666 -0.7482 0.0342 -0.0343 0.6617 
rgb/1311877828.025235.png depth/1311877828.038965.png -2.7759 -0.8322 0.5671 -0.7454 0.0374 -0.0352 0.6646 
rgb/1311877828.057216.png depth/1311877828.071938.png -2.7746 -0.8238 0.5667 -0.7448 0.039 -0.0381 0.6651 
rgb/1311877828.093209.png depth/1311877828.104595.png -2.7737 -0.813 0.5666 -0.744 0.0348 -0.0355 0.6664 
rgb/1311877828.125242.png depth/1311877828.140026.png -2.7733 -0.8042 0.5665 -0.7471 0.0363 -0.0364 0.6627 
rgb/1311877828.157146.png depth/1311877828.171881.png -2.7721 -0.7944 0.5664 -0.7443 0.0348 -0.0355 0.666 
rgb/1311877828.193217.png depth/1311877828.204096.png -2.771 -0.7846 0.5658 -0.7462 0.0355 -0.0359 0.6638 
rgb/1311877828.225174.png depth/1311877828.238898.png -2.7706 -0.7752 0.5662 -0.7456 0.0373 -0.035 0.6644 
rgb/1311877828.257222.png depth/1311877828.271406.png -2.7709 -0.7656 0.5657 -0.7446 0.0386 -0.0319 0.6656 
rgb/1311877828.293383.png depth/1311877828.305674.png -2.7682 -0.7561 0.5663 -0.7458 0.0376 -0.035 0.6642 
rgb/1311877828.325220.png depth/1311877828.339349.png -2.7667 -0.7482 0.5662 -0.7444 0.0379 -0.0341 0.6658 
rgb/1311877828.357315.png depth/1311877828.371497.png -2.7653 -0.7393 0.5663 -0.746 0.0368 -0.0344 0.664 
rgb/1311877828.393318.png depth/1311877828.406754.png -2.7636 -0.7288 0.5662 -0.7441 0.0369 -0.0334 0.6663 
rgb/1311877828.425064.png depth/1311877828.442232.png -2.7626 -0.7203 0.5661 -0.7442 0.0368 -0.0335 0.6661 
rgb/1311877828.457257.png depth/1311877828.470955.png -2.7612 -0.711 0.5662 -0.7454 0.0356 -0.0339 0.6648 
rgb/1311877828.493214.png depth/1311877828.509360.png -2.7599 -0.7016 0.5662 -0.7444 0.0359 -0.0345 0.6659 
rgb/1311877828.525218.png depth/1311877828.538679.png -2.759 -0.6932 0.5659 -0.7444 0.0368 -0.0348 0.6658 
rgb/1311877828.557383.png depth/1311877828.571223.png -2.7581 -0.6839 0.5664 -0.745 0.0351 -0.0347 0.6653 
rgb/1311877828.593384.png depth/1311877828.607808.png -2.7574 -0.674 0.5661 -0.7444 0.0354 -0.035 0.6658 
rgb/1311877828.625175.png depth/1311877828.642248.png -2.7569 -0.6658 0.5663 -0.744 0.0341 -0.0354 0.6663 
rgb/1311877828.657225.png depth/1311877828.671114.png -2.7563 -0.6568 0.5659 -0.7442 0.0346 -0.0352 0.6661 
rgb/1311877828.693209.png depth/1311877828.709571.png -2.7554 -0.6469 0.5659 -0.7443 0.0348 -0.0358 0.666 
rgb/1311877828.725234.png depth/1311877828.738647.png -2.7538 -0.6395 0.5657 -0.7445 0.0351 -0.0364 0.6657 
rgb/1311877828.761329.png depth/1311877828.773600.png -2.7524 -0.6288 0.5659 -0.7437 0.034 -0.0351 0.6667 
rgb/1311877828.793306.png depth/1311877828.773600.png -2.7511 -0.6195 0.5659 -0.7436 0.0338 -0.0348 0.6669 
rgb/1311877828.825256.png depth/1311877828.813246.png -2.7497 -0.6115 0.5654 -0.7436 0.0342 -0.0342 0.6669 
rgb/1311877828.861367.png depth/1311877828.871890.png -2.7485 -0.6017 0.5653 -0.7441 0.036 -0.0346 0.6662 
rgb/1311877828.893329.png depth/1311877828.906771.png -2.7473 -0.5919 0.5651 -0.7444 0.0355 -0.0348 0.6659 
rgb/1311877828.925305.png depth/1311877828.939583.png -2.7464 -0.5833 0.565 -0.7438 0.0358 -0.0344 0.6665 
rgb/1311877828.961292.png depth/1311877828.975264.png -2.7454 -0.5726 0.5647 -0.7439 0.0367 -0.0347 0.6664 
rgb/1311877828.993220.png depth/1311877829.008359.png -2.7442 -0.5635 0.5643 -0.7442 0.0358 -0.0354 0.6661 
rgb/1311877829.025199.png depth/1311877829.040483.png -2.7425 -0.5553 0.5642 -0.7449 0.0357 -0.0362 0.6652 
